lm0_x,lm0_y,lm1_x,lm1_y,lm2_x,lm2_y,lm3_x,lm3_y,lm4_x,lm4_y,lm5_x,lm5_y,lm6_x,lm6_y,lm7_x,lm7_y,lm8_x,lm8_y,lm9_x,lm9_y,lm10_x,lm10_y,lm11_x,lm11_y,lm12_x,lm12_y,lm13_x,lm13_y,lm14_x,lm14_y,lm15_x,lm15_y,lm16_x,lm16_y,lm17_x,lm17_y,lm18_x,lm18_y,lm19_x,lm19_y,lm20_x,lm20_y,label
0.0,0.0,-0.08869933688649749,-0.0958661115135629,-0.1557668549638432,-0.25860683126491263,-0.20752690266328147,-0.3851056326008152,-0.25744390090764224,-0.49016366628906705,-0.1078759990525454,-0.48150934710870325,-0.15647616316072863,-0.6721469920096739,-0.19691076188208378,-0.7826573923343719,-0.23288183687236108,-0.8752367851131511,-0.06587662901351421,-0.4978211057448545,-0.09316835811605649,-0.7304422564749538,-0.1180523661338177,-0.87859104454356,-0.13921265664467458,-1.0,-0.022229161286971725,-0.47001318771349926,-0.03130914392115938,-0.6917276155998273,-0.04436025767246595,-0.8322935731206043,-0.05807656873998801,-0.95796120504329,0.02295729187151393,-0.40486563171283835,0.051662087512217535,-0.5530586091978071,0.06412784856810584,-0.6611133554866815,0.07137349920909322,-0.7631024237371303,Left
0.0,0.0,-0.09915188892272549,-0.0914537688502238,-0.16935217764909183,-0.2549799144514853,-0.22180358260842764,-0.38368524864964293,-0.2744224813350975,-0.4836688405692554,-0.12292573913799816,-0.48587485604145986,-0.17299081038904007,-0.6786504087566714,-0.21371566073964193,-0.7901728164389832,-0.24970817869635448,-0.8845239844197184,-0.0802839668336485,-0.5039394647842415,-0.10863175691136735,-0.7375118244963177,-0.13384344726270764,-0.8814497317281442,-0.156174932579751,-1.0,-0.03608955471324307,-0.4764597309354059,-0.04583977077710023,-0.696051040971954,-0.05995232296893898,-0.8358153075858336,-0.07649919720376938,-0.9610490891188365,0.009758438203099561,-0.413376893089385,0.04152868081257282,-0.5633048614613493,0.05629626343072225,-0.6709007063955263,0.0657443805168809,-0.774409320741153,Left
0.0,0.0,-0.1029609565920729,-0.08425816538048911,-0.17684955957996334,-0.24897702726652557,-0.2301511318595508,-0.38483934054393243,-0.28457603634714335,-0.48642708140153124,-0.12751885575909697,-0.47377947458821,-0.1800408366685404,-0.6744371542545426,-0.22257310487387758,-0.7872812446157977,-0.26083111317444135,-0.8810126247849918,-0.08401175138771068,-0.4976708377829032,-0.1196368719218811,-0.7355268530599539,-0.14792259228754015,-0.8809790602590667,-0.1723342570345695,-1.0,-0.038979465706203795,-0.4788683296030278,-0.05734311642459773,-0.7020564928493682,-0.07121929796787099,-0.842745210193089,-0.0867149550368994,-0.9664151708778753,0.007902364135116698,-0.4264369420732823,0.032298223228666836,-0.5801086030865794,0.04419975179726985,-0.6874411721287579,0.051854982332620446,-0.7892288609279312,Left
0.0,0.0,-0.10217833553372635,-0.08631770403937683,-0.17605568749865785,-0.25447931685817643,-0.2287108723354973,-0.38822726908484956,-0.28564097288061296,-0.4875138173851129,-0.13009596971277132,-0.485699264635334,-0.17976808879403244,-0.6785130664987624,-0.22371904149543548,-0.7883500245424202,-0.2634474635359009,-0.8808001456375727,-0.08873723522533808,-0.5054266471361064,-0.11995410722999857,-0.738122455633512,-0.1480252749947194,-0.8817069629419402,-0.17213379702176468,-1.0,-0.04561936800169305,-0.48152753777882606,-0.05904733379236985,-0.7021605031943402,-0.07142489522097895,-0.8423215685970463,-0.08548612329277411,-0.9674275692557615,-0.0019378896966773139,-0.4206190810826168,0.02394134384530017,-0.5767060170016258,0.03804378624839969,-0.6866141309761864,0.047618467101297635,-0.7930226993540521,Left
0.0,0.0,-0.10191893592989036,-0.07759979621559512,-0.1801148482879589,-0.2401475403970462,-0.23327683046129602,-0.3744633989059396,-0.28808017769739885,-0.4783515663181623,-0.1403252266146011,-0.4877723258175975,-0.18935180234539098,-0.6805883766449736,-0.23226136447727186,-0.7910266554230153,-0.27250919103446203,-0.8830336675256621,-0.09772274383584703,-0.5095460917875535,-0.12768696975192134,-0.744350695395985,-0.15535602908278315,-0.8860712220802761,-0.1800504795357684,-1.0,-0.05282527235631207,-0.48497262816014236,-0.06519581314937982,-0.7098448766437538,-0.07801858699178926,-0.8483820851877362,-0.09278843299876152,-0.9699498304913838,-0.006653894225647723,-0.4208657218529906,0.0197247406140042,-0.5786261385620107,0.03200532270878753,-0.6899313752357222,0.03993403841978449,-0.796731358321454,Left
0.0,0.0,-0.10180327866340554,-0.07846245444009525,-0.18072748035346023,-0.24150037491905185,-0.2353756670512475,-0.3783308892898082,-0.29204365640079855,-0.48391305882309077,-0.1392996529476922,-0.4897816235064975,-0.19114980096167847,-0.6786801480553574,-0.2324645729459781,-0.7847024854776008,-0.27118300304312404,-0.8770768602698835,-0.09491887513762907,-0.5135461948742455,-0.12625844065851935,-0.7462190022694337,-0.15382917716543015,-0.8849819037266305,-0.18070378136291976,-1.0,-0.04874713805320863,-0.48946689682608713,-0.06186723631412665,-0.7118616971858419,-0.07388717022969582,-0.8505220392184584,-0.09012016154335181,-0.9736311445187427,-0.0010358093279328917,-0.4246089909169022,0.02594952635984067,-0.576933435409244,0.03711369177000967,-0.6868528266638977,0.042905285809570544,-0.7925904186717809,Left
0.0,0.0,-0.10302383520805407,-0.07756593616112102,-0.1809835040006102,-0.24607104316305367,-0.23501335545745386,-0.38310336980737236,-0.29195217642625393,-0.48415337582681195,-0.13857514673935037,-0.4920266103292368,-0.19115060840402903,-0.6768775472776711,-0.23295276732908526,-0.7815072079053652,-0.2707093158690407,-0.8729943832576417,-0.09468125155519072,-0.514645825747835,-0.1273334318255798,-0.7427707847551223,-0.1548621497690252,-0.883267492600293,-0.17957925510182324,-1.0,-0.04803912894024487,-0.4898709570929181,-0.06176993403129795,-0.7097851675437693,-0.07318969976392756,-0.8495197338095941,-0.08745361904053324,-0.9732628497561557,0.00032399120700931196,-0.4259776828454785,0.026961973906172613,-0.5787732934205069,0.0386287468478978,-0.6883552535982042,0.046151197686144646,-0.7932360238717248,Left
0.0,0.0,-0.1027247752975578,-0.07921214868821803,-0.17994276523280317,-0.2468126157235979,-0.23333091984318524,-0.38238196255605233,-0.28716474393620617,-0.48598908882134456,-0.13782738718460766,-0.4873484546001973,-0.18958420772278792,-0.6767805924146909,-0.23146026468876643,-0.7829487221470969,-0.269997293085531,-0.8750942738293847,-0.09404472307403737,-0.5087804474049924,-0.12681378541508875,-0.741674335256214,-0.15423498921790801,-0.8841800127163891,-0.17882106814664686,-1.0,-0.04715193641525009,-0.48274700043733243,-0.05883568228014532,-0.7044057411422658,-0.07015830592619987,-0.8450488251059858,-0.08427394354976732,-0.9680198535101611,0.0013633214992200221,-0.4172275527640521,0.030816263398500573,-0.5704754645693136,0.044582270421256176,-0.6796812871092888,0.053584438456451874,-0.7823821027587995,Left
0.0,0.0,-0.10196734679933347,-0.08169254059211906,-0.17622682770678966,-0.24983125700791917,-0.22822761208029993,-0.38569079174725324,-0.280746794870529,-0.4917726683352047,-0.13541822590194066,-0.48094714878649203,-0.18715508399234268,-0.6719092188374447,-0.22844908108629017,-0.7813345566295162,-0.2646144365800841,-0.876966561833396,-0.09097365200119907,-0.5033916452767563,-0.12179013111202125,-0.7353820582261074,-0.14783707819682562,-0.879833168572768,-0.1700870611151769,-1.0,-0.04470795712565419,-0.47989272724615784,-0.05213092086476982,-0.7000179110466725,-0.06170074175825261,-0.8382701108273166,-0.07432311745420637,-0.9605958454270748,0.0025246775517909666,-0.4184843976418241,0.03620880014944962,-0.5720680682965785,0.052395933264269494,-0.6815561046257894,0.06309595700084954,-0.7849089656735877,Left
0.0,0.0,-0.1003525009759799,-0.08567085609194683,-0.17266410998206347,-0.25670318631175365,-0.22306979514438394,-0.38984834322831186,-0.27237004564996353,-0.4963430680508399,-0.13154073879357647,-0.48715776574625697,-0.1812769188448893,-0.6776152963289963,-0.22610710811414297,-0.7894384072398898,-0.26635715440905944,-0.8861230071809645,-0.08933047534496431,-0.505511269330876,-0.11645687781220242,-0.7358088613600396,-0.14650061734698613,-0.8796486570076822,-0.17369613238342843,-1.0,-0.045448073716165015,-0.47633789865541976,-0.046304835045960224,-0.6984720967468476,-0.05661430984418035,-0.8396431553637852,-0.07088020439144538,-0.9663174800321108,-0.0018830182428843858,-0.4054448684955642,0.04066882595603278,-0.5634336121126068,0.06062352289900477,-0.6764845765859613,0.07387496024011793,-0.7846133775940421,Left
